Abbreviation	Abbreviation	_	Abbreviation	20	data/treex/000_orig/train/001#241:V-B
Pronoun	Pronoun-relative	Gender=neuter|Number=singular|Case=locative|Syntactic-Type=adjectival	Pronoun-relative	2	data/treex/000_orig/train/001#426:katerem
Pronoun	Pronoun-relative	Syntactic-Type=adjectival	Pronoun-relative	11	data/treex/000_orig/train/001#207:kolikor
Verb	Verb-copula	VForm=conditional	Verb-copula	274	data/treex/000_orig/train/001#2:bi
Verb	Verb-copula	VForm=indicative|Tense=future|Person=first|Number=dual	Verb-copula	5	data/treex/000_orig/train/001#407:bova
Verb	Verb-copula	VForm=indicative|Tense=future|Person=first|Number=plural	Verb-copula	2	data/treex/000_orig/train/002#304:bomo
Verb	Verb-copula	VForm=indicative|Tense=future|Person=first|Number=singular	Verb-copula	9	data/treex/000_orig/train/001#368:bom
Verb	Verb-copula	VForm=indicative|Tense=future|Person=second|Number=plural	Verb-copula	2	data/treex/000_orig/test/001#259:boste
Verb	Verb-copula	VForm=indicative|Tense=future|Person=second|Number=singular	Verb-copula	3	data/treex/000_orig/train/003#385:boš
Verb	Verb-copula	VForm=indicative|Tense=future|Person=third|Number=dual	Verb-copula	2	data/treex/000_orig/train/001#394:bosta
Verb	Verb-copula	VForm=indicative|Tense=future|Person=third|Number=plural	Verb-copula	28	data/treex/000_orig/train/001#199:bodo
Verb	Verb-copula	VForm=indicative|Tense=future|Person=third|Number=singular	Verb-copula	90	data/treex/000_orig/train/001#110:bo
Verb	Verb-copula	VForm=indicative|Tense=present|Person=first|Number=dual|Negative=no	Verb-copula	1	data/treex/000_orig/test/001#246:sva
Verb	Verb-copula	VForm=indicative|Tense=present|Person=first|Number=plural|Negative=no	Verb-copula	6	data/treex/000_orig/train/002#71:smo
Verb	Verb-copula	VForm=indicative|Tense=present|Person=first|Number=plural|Negative=yes	Verb-copula	2	data/treex/000_orig/train/002#340:nismo
Verb	Verb-copula	VForm=indicative|Tense=present|Person=first|Number=singular|Negative=no	Verb-copula	42	data/treex/000_orig/train/001#257:sem
Verb	Verb-copula	VForm=indicative|Tense=present|Person=first|Number=singular|Negative=yes	Verb-copula	11	data/treex/000_orig/test/001#14:nisem
Verb	Verb-copula	VForm=indicative|Tense=present|Person=second|Number=plural|Negative=no	Verb-copula	15	data/treex/000_orig/train/003#258:ste
Verb	Verb-copula	VForm=indicative|Tense=present|Person=second|Number=singular|Negative=no	Verb-copula	52	data/treex/000_orig/train/001#59:si
Verb	Verb-copula	VForm=indicative|Tense=present|Person=second|Number=singular|Negative=yes	Verb-copula	13	data/treex/000_orig/train/001#17:nisi
Verb	Verb-copula	VForm=indicative|Tense=present|Person=third|Number=dual|Negative=no	Verb-copula	45	data/treex/000_orig/train/001#140:sta
Verb	Verb-copula	VForm=indicative|Tense=present|Person=third|Number=dual|Negative=yes	Verb-copula	3	data/treex/000_orig/train/001#205:nista
Verb	Verb-copula	VForm=indicative|Tense=present|Person=third|Number=plural|Negative=no	Verb-copula	450	data/treex/000_orig/train/001#1:so
Verb	Verb-copula	VForm=indicative|Tense=present|Person=third|Number=plural|Negative=yes	Verb-copula	30	data/treex/000_orig/train/001#28:niso
Verb	Verb-copula	VForm=indicative|Tense=present|Person=third|Number=singular|Negative=no	Verb-copula	2066	data/treex/000_orig/train/001#1:je
Verb	Verb-copula	VForm=indicative|Tense=present|Person=third|Number=singular|Negative=yes	Verb-copula	260	data/treex/000_orig/train/001#7:Ni
Verb	Verb-copula	VForm=participle|Tense=past|Number=dual|Gender=feminine|Voice=active	Verb-copula	2	data/treex/000_orig/train/001#497:Bili
Verb	Verb-copula	VForm=participle|Tense=past|Number=dual|Gender=masculine|Voice=active	Verb-copula	4	data/treex/000_orig/train/001#413:bila
Verb	Verb-copula	VForm=participle|Tense=past|Number=dual|Gender=neuter|Voice=active	Verb-copula	2	data/treex/000_orig/train/001#498:Bili
Verb	Verb-copula	VForm=participle|Tense=past|Number=plural|Gender=feminine|Voice=active	Verb-copula	38	data/treex/000_orig/train/001#14:bile
Verb	Verb-copula	VForm=participle|Tense=past|Number=plural|Gender=masculine|Voice=active	Verb-copula	58	data/treex/000_orig/train/001#19:bili
Verb	Verb-copula	VForm=participle|Tense=past|Number=plural|Gender=neuter|Voice=active	Verb-copula	12	data/treex/000_orig/train/001#49:bila
Verb	Verb-copula	VForm=participle|Tense=past|Number=singular|Gender=feminine|Voice=active	Verb-copula	145	data/treex/000_orig/train/001#12:Bila
Verb	Verb-copula	VForm=participle|Tense=past|Number=singular|Gender=masculine|Voice=active	Verb-copula	213	data/treex/000_orig/train/001#1:Bil
Verb	Verb-copula	VForm=participle|Tense=past|Number=singular|Gender=neuter|Voice=active	Verb-copula	323	data/treex/000_orig/train/001#7:bilo
Verb	Verb-main	VForm=imperative|Tense=present|Person=first|Number=dual	Verb-main	1	data/treex/000_orig/train/002#287:Vzemiva
Verb	Verb-main	VForm=imperative|Tense=present|Person=first|Number=plural	Verb-main	2	data/treex/000_orig/train/002#40:Dajmo
Verb	Verb-main	VForm=imperative|Tense=present|Person=second|Number=plural	Verb-main	11	data/treex/000_orig/train/002#36:Krčite
Verb	Verb-main	VForm=imperative|Tense=present|Person=second|Number=singular	Verb-main	14	data/treex/000_orig/train/001#35:bodi
Verb	Verb-main	VForm=indicative|Tense=present|Person=first|Number=dual|Negative=no	Verb-main	1	data/treex/000_orig/test/001#240:greva
Verb	Verb-main	VForm=indicative|Tense=present|Person=first|Number=plural|Negative=no	Verb-main	18	data/treex/000_orig/train/001#426:poročamo
Verb	Verb-main	VForm=indicative|Tense=present|Person=first|Number=plural|Negative=yes	Verb-main	1	data/treex/000_orig/train/002#147:Nimamo
Verb	Verb-main	VForm=indicative|Tense=present|Person=first|Number=singular|Negative=no	Verb-main	55	data/treex/000_orig/train/001#258:vem
Verb	Verb-main	VForm=indicative|Tense=present|Person=first|Number=singular|Negative=yes	Verb-main	1	data/treex/000_orig/train/001#377:nimam
Verb	Verb-main	VForm=indicative|Tense=present|Person=second|Number=plural|Negative=no	Verb-main	17	data/treex/000_orig/train/001#352:Imate
Verb	Verb-main	VForm=indicative|Tense=present|Person=second|Number=plural|Negative=yes	Verb-main	1	data/treex/000_orig/test/001#7:nimate
Verb	Verb-main	VForm=indicative|Tense=present|Person=second|Number=singular|Negative=no	Verb-main	55	data/treex/000_orig/train/001#12:premikaš
Verb	Verb-main	VForm=indicative|Tense=present|Person=second|Number=singular|Negative=yes	Verb-main	3	data/treex/000_orig/train/003#13:nimaš
Verb	Verb-main	VForm=indicative|Tense=present|Person=third|Number=dual|Negative=no	Verb-main	8	data/treex/000_orig/train/002#11:gledata
Verb	Verb-main	VForm=indicative|Tense=present|Person=third|Number=plural|Negative=no	Verb-main	70	data/treex/000_orig/train/001#12:sledijo
Verb	Verb-main	VForm=indicative|Tense=present|Person=third|Number=singular|Negative=no	Verb-main	232	data/treex/000_orig/train/001#13:opazuje
Verb	Verb-main	VForm=infinitive	Verb-main	382	data/treex/000_orig/train/001#7:preskusiti
Verb	Verb-main	VForm=participle|Number=dual|Gender=masculine|Voice=passive	Verb-main	1	data/treex/000_orig/train/001#376:Razočarana
Verb	Verb-main	VForm=participle|Number=dual|Gender=neuter|Voice=passive	Verb-main	1	data/treex/000_orig/train/002#3:žrtvovani
Verb	Verb-main	VForm=participle|Number=plural|Gender=feminine|Voice=passive	Verb-main	20	data/treex/000_orig/train/001#12:izdelane
Verb	Verb-main	VForm=participle|Number=plural|Gender=masculine|Voice=passive	Verb-main	24	data/treex/000_orig/train/001#21:prilepljeni
Verb	Verb-main	VForm=participle|Number=plural|Gender=neuter|Voice=passive	Verb-main	4	data/treex/000_orig/train/001#42:zadelana
Verb	Verb-main	VForm=participle|Number=singular|Gender=feminine|Voice=passive	Verb-main	35	data/treex/000_orig/train/001#74:namenjena
Verb	Verb-main	VForm=participle|Number=singular|Gender=masculine|Voice=passive	Verb-main	53	data/treex/000_orig/train/001#4:pribit
Verb	Verb-main	VForm=participle|Number=singular|Gender=neuter|Voice=passive	Verb-main	29	data/treex/000_orig/train/001#62:označeno
Verb	Verb-main	VForm=participle|Tense=past|Number=dual|Gender=feminine|Voice=active	Verb-main	12	data/treex/000_orig/train/001#496:gledali
Verb	Verb-main	VForm=participle|Tense=past|Number=dual|Gender=masculine|Voice=active	Verb-main	38	data/treex/000_orig/train/001#123:ločila
Verb	Verb-main	VForm=participle|Tense=past|Number=plural|Gender=feminine|Voice=active	Verb-main	89	data/treex/000_orig/train/001#1:bile
Verb	Verb-main	VForm=participle|Tense=past|Number=plural|Gender=masculine|Voice=active	Verb-main	351	data/treex/000_orig/train/001#8:odklapljali
Verb	Verb-main	VForm=participle|Tense=past|Number=plural|Gender=neuter|Voice=active	Verb-main	21	data/treex/000_orig/train/001#129:vdrla
Verb	Verb-main	VForm=participle|Tense=past|Number=singular|Gender=feminine|Voice=active	Verb-main	369	data/treex/000_orig/train/001#3:smrdela
Verb	Verb-main	VForm=participle|Tense=past|Number=singular|Gender=masculine|Voice=active	Verb-main	1304	data/treex/000_orig/train/001#2:imel
Verb	Verb-main	VForm=participle|Tense=past|Number=singular|Gender=neuter|Voice=active	Verb-main	272	data/treex/000_orig/train/001#8:delovalo
Verb	Verb-main	VForm=supine	Verb-main	6	data/treex/000_orig/train/001#378:gledat
Verb	Verb-modal	VForm=indicative|Tense=present|Person=first|Number=plural|Negative=no	Verb-modal	2	data/treex/000_orig/train/001#378:moremo
Verb	Verb-modal	VForm=indicative|Tense=present|Person=first|Number=singular|Negative=no	Verb-modal	10	data/treex/000_orig/train/001#380:Hočem
Verb	Verb-modal	VForm=indicative|Tense=present|Person=second|Number=plural|Negative=no	Verb-modal	3	data/treex/000_orig/train/002#145:hočete
Verb	Verb-modal	VForm=indicative|Tense=present|Person=second|Number=singular|Negative=no	Verb-modal	3	data/treex/000_orig/train/002#320:želiš
Verb	Verb-modal	VForm=indicative|Tense=present|Person=third|Number=dual|Negative=no	Verb-modal	5	data/treex/000_orig/train/001#376:moreta
Verb	Verb-modal	VForm=indicative|Tense=present|Person=third|Number=plural|Negative=no	Verb-modal	5	data/treex/000_orig/train/002#150:morajo
Verb	Verb-modal	VForm=indicative|Tense=present|Person=third|Number=singular|Negative=no	Verb-modal	16	data/treex/000_orig/train/001#85:želi
Verb	Verb-modal	VForm=participle|Number=plural|Gender=feminine|Voice=passive	Verb-modal	1	data/treex/000_orig/train/003#248:dovoljene
Verb	Verb-modal	VForm=participle|Number=singular|Gender=neuter|Voice=passive	Verb-modal	2	data/treex/000_orig/train/003#246:dovoljeno
Verb	Verb-modal	VForm=participle|Tense=past|Number=plural|Gender=feminine|Voice=active	Verb-modal	1	data/treex/000_orig/train/003#275:morale
Verb	Verb-modal	VForm=participle|Tense=past|Number=plural|Gender=masculine|Voice=active	Verb-modal	15	data/treex/000_orig/train/001#35:hoteli
Verb	Verb-modal	VForm=participle|Tense=past|Number=singular|Gender=feminine|Voice=active	Verb-modal	9	data/treex/000_orig/train/002#153:mogla
Verb	Verb-modal	VForm=participle|Tense=past|Number=singular|Gender=masculine|Voice=active	Verb-modal	59	data/treex/000_orig/train/001#17:mogel
Verb	Verb-modal	VForm=participle|Tense=past|Number=singular|Gender=neuter|Voice=active	Verb-modal	12	data/treex/000_orig/train/001#102:Moralo
TOTAL 766 TAG TYPES FOR 35140 TOKENS
